name	provider	accession	tax_id	annotation	species	other_info
ASM3112071v1	NCBI	GCA_031120715.1	337043	True	Human papillomavirus 57	Department of Dermatology, the Affiliated Hospital of Jiangsu University
ASM3111303v1	NCBI	GCA_031113035.1	337051	True	Human papillomavirus RTRX7	Institute for Virology, University Koeln, Fuerst-Pueckler-Strasse 56, Koeln 50935, Germany
ASM3112774v1	NCBI	GCA_031127745.1	333924	True	Human papillomavirus 120	Microbiology and Immunology, Albert Einstein College of Medicine of Yeshiva University
ASM3110620v1	NCBI	GCA_031106205.1	333754	True	Human papillomavirus type 6a	na
ASM3110954v1	NCBI	GCA_031109545.1	337042	True	Human papillomavirus 68	Department of Pediatrics, Albert Einstein College of Medicine
ASM3116263v1	NCBI	GCA_031162635.1	1175850	True	Human papillomavirus type 176	Department of Pediatrics, Albert Einstein College of Medicine
ASM3116268v1	NCBI	GCA_031162685.1	334209	True	Human papillomavirus type 185	Department of Pediatrics, Albert Einstein College of Medicine
ASM3116273v1	NCBI	GCA_031162735.1	1513260	True	Human papillomavirus 192	Department of Pediatrics, Albert Einstein College of Medicine
ASM3109896v1	NCBI	GCA_031098965.1	337041	True	Human papillomavirus 35	Microbiology and Immunology, Albert Einstein College of Medicine of Yeshiva University
ASM3109903v1	NCBI	GCA_031099035.1	337042	True	Human papillomavirus 39	Department of Pediatrics, Albert Einstein College of Medicine
ASM3109904v1	NCBI	GCA_031099045.1	337048	True	Human papillomavirus 42	Cell, NICPBP
ASM3109907v1	NCBI	GCA_031099075.1	337044	True	Human papillomavirus 51	Department of Pediatrics, Albert Einstein College of Medicine
ASM3109913v1	NCBI	GCA_031099135.1	337041	True	Human papillomavirus 58	Department of Microbiology, The Chinese University of Hong Kong
ASM3110616v1	NCBI	GCA_031106165.1	333767	True	Human papillomavirus type 61	Department of Pediatrics, Albert Einstein College of Medicine
ASM3110617v1	NCBI	GCA_031106175.1	337050	True	Human papillomavirus 66	Microbiology & Immunology, Albert Einstein College of Medicine
ASM3109890v1	NCBI	GCA_031098905.1	337041	True	Human papillomavirus 31	Microbiology and Immunology, Albert Einstein College of Medicine of Yeshiva University
ASM3109891v1	NCBI	GCA_031098915.1	337041	True	Human papillomavirus 33	Microbiology and Immunology, Albert Einstein College of Medicine of Yeshiva University
ASM3109914v1	NCBI	GCA_031099145.1	337051	True	Human papillomavirus type 5b	na
ASM3112070v1	NCBI	GCA_031120705.1	337043	True	Human papillomavirus type 2	Department of Prion Disease, National Institute for Viral Disease Control and Prevention
ASM3112074v1	NCBI	GCA_031120745.1	333924	True	Human papillomavirus type 38b	Department of Medical Microbiology, Institution of Laboratory Medicine
ASM3112253v1	NCBI	GCA_031122535.1	337043	True	Human papillomavirus type 57c	Contact:Hidero Kitasato Kitasato University, School of Allied Health Sciences, Microbiology; Kitasato 1-15-1, Sagamihara, Kanagawa 228-8555, Japan
ASM3116590v1	NCBI	GCA_031165905.1	333924	True	Human papillomavirus type 209	Microbiologia, Instituto de Biologia Molecular y Celular de Rosario - CONICET
ASM3116855v1	NCBI	GCA_031168555.1	2060139	True	Human papillomavirus type 215	Pathology, University of Cape Town
ASM3115902v1	NCBI	GCA_031159025.1	333767	True	Human papillomavirus type 72b	Laboratory Medicine, Lund University, Medical Microbiology
ASM3117343v1	NCBI	GCA_031173435.1	2200958	True	Human papillomavirus type 221	Pathology, University of Cape Town
ASM3116860v1	NCBI	GCA_031168605.1	2060140	True	Human papillomavirus type 216	Pathology, University of Cape Town
ASM3117529v1	NCBI	GCA_031175295.1	1513257	True	Human papillomavirus type 210	Grupo Virologia Humana, Instituto de Biologia Molecular y Celular de Rosario (CONICET)
ASM3132192v1	NCBI	GCA_031321925.1	3003860	True	Human papillomavirus 226	The Biodesign Center of Fundamental and Applied Microbiomics, Arizona State University
ASM3125844v1	NCBI	GCA_031258445.1	2853106	True	Human papillomavirus AZ1_1	The Biodesign Center of Fundamental and Applied Microbiomics, Arizona State University
ASM3132190v1	NCBI	GCA_031321905.1	3003858	True	Human papillomavirus 214	The Biodesign Center of Fundamental and Applied Microbiomics, Arizona State University
